#id	idGo	name	namespace	definition
RF00017	0048501	signal recognition particle, plasma membrane targeting
RF00018	0005515	protein binding
RF00020	0000353	formation of quadruple SL/U4/U5/U6 snRNP
RF00020	0005682	U5 snRNP
RF00020	0046540	U4/U6 x U5 tri-snRNP complex
RF00023	0006401	RNA catabolic process
RF00024	0007004	telomere maintenance via telomerase
RF00024	0003720	telomerase activity
RF00024	0000333	telomerase catalytic core complex
RF00025	0007004	telomere maintenance via telomerase
RF00025	0003720	telomerase activity
RF00025	0000333	telomerase catalytic core complex
RF00026	0000353	formation of quadruple SL/U4/U5/U6 snRNP
RF00026	0030621	U4 snRNA binding
RF00026	0005688	U6 snRNP
RF00026	0046540	U4/U6 x U5 tri-snRNP complex
RF00027	0035195	gene silencing by miRNA 
RF00027	0035068	micro-ribonucleoprotein complex
RF00028	0000372	Group I intron splicing
RF00029	0000373	Group II intron splicing
RF00030	0006364	rRNA processing
RF00030	0000171	ribonuclease MRP activity
RF00030	0000172	ribonuclease MRP complex
RF00031	0001514	selenocysteine incorporation
RF00032	0006398	histone mRNA 3'-end processing
RF00033	0006950	response to stress
RF00033	0003729	mRNA binding
RF00034	0003729	mRNA binding
RF00037	0010039	response to iron ion
RF00038	0040040	thermosensory behavior
RF00039	0003729	mRNA binding
RF00042	0003729	mRNA binding
RF00043	0060908	plasmid copy number maintenance
RF00045	0006396	RNA processing
RF00045	0005730	nucleolus
RF00046	0006396	RNA processing
RF00046	0005730	nucleolus
RF00047	0035195	gene silencing by miRNA 
RF00047	0035068	micro-ribonucleoprotein complex
RF00050	0010181	FMN binding
RF00051	0035195	gene silencing by miRNA
RF00051	0035068	micro-ribonucleoprotein complex
RF00052	0035195	gene silencing by miRNA 
RF00052	0035068	micro-ribonucleoprotein complex
RF00053	0035195	gene silencing by miRNA
RF00053	0035068	micro-ribonucleoprotein complex
RF00054	0006396	RNA processing
RF00054	0005730	nucleolus
RF00055	0006396	RNA processing
RF00055	0005730	nucleolus
RF00056	0006396	RNA processing
RF00056	0005730	nucleolus
RF00059	0030976	thiamine pyrophosphate binding
RF00061	0043022	ribosome binding
RF00065	0006396	RNA processing
RF00065	0005730	nucleolus
RF00067	0006396	RNA processing
RF00067	0005730	nucleolus
RF00068	0006396	RNA processing
RF00068	0005730	nucleolus
RF00069	0006396	RNA processing
RF00069	0005730	nucleolus
RF00070	0006396	RNA processing
RF00070	0005730	nucleolus
RF00071	0006396	RNA processing
RF00071	0005730	nucleolus
RF00072	0006396	RNA processing
RF00072	0005730	nucleolus
RF00073	0035195	gene silencing by miRNA
RF00073	0035068	micro-ribonucleoprotein complex
RF00074	0035195	gene silencing by miRNA
RF00074	0035068	micro-ribonucleoprotein complex
RF00075	0035195	gene silencing by miRNA
RF00075	0035068	micro-ribonucleoprotein complex
RF00076	0035195	gene silencing by miRNA
RF00076	0035068	micro-ribonucleoprotein complex
RF00078	0003729	mRNA binding
RF00078	0006950	response to stress
RF00085	0006396	RNA processing
RF00085	0005730	nucleolus
RF00086	0006396	RNA processing
RF00086	0005730	nucleolus
RF00087	0006396	RNA processing
RF00087	0005730	nucleolus
RF00088	0006396	RNA processing
RF00088	0005730	nucleolus
RF00089	0006396	RNA processing
RF00089	0005730	nucleolus
RF00090	0006396	RNA processing
RF00090	0005730	nucleolus
RF00091	0006396	RNA processing
RF00091	0005730	nucleolus
RF00092	0006396	RNA processing
RF00092	0005730	nucleolus
RF00093	0006396	RNA processing
RF00093	0005730	nucleolus
RF00095	0006396	RNA processing
RF00095	0005730	nucleolus
RF00096	0006396	RNA processing
RF00096	0005730	nucleolus
RF00097	0006396	RNA processing
RF00097	0005730	nucleolus
RF00099	0006396	RNA processing
RF00099	0005730	nucleolus
RF00103	0035195	gene silencing by miRNA
RF00103	0035068	micro-ribonucleoprotein complex
RF00104	0035195	gene silencing by miRNA
RF00104	0035068	micro-ribonucleoprotein complex
RF00105	0006396	RNA processing
RF00105	0005730	nucleolus
RF00106	0060910	negative regulation of DNA replication initiation involved in plasmid copy number maintenance
RF00108	0006396	RNA processing
RF00108	0005730	nucleolus
RF00109	0005515	protein binding
RF00122	0003729	mRNA binding
RF00129	0035195	gene silencing by miRNA
RF00129	0035068	micro-ribonucleoprotein complex
RF00130	0035195	gene silencing by miRNA
RF00130	0035068	micro-ribonucleoprotein complex
RF00131	0035195	gene silencing by miRNA
RF00131	0035068	micro-ribonucleoprotein complex
RF00132	0006396	RNA processing
RF00132	0005730	nucleolus
RF00133	0006396	RNA processing
RF00133	0005730	nucleolus
RF00134	0006396	RNA processing
RF00134	0005730	nucleolus
RF00135	0006396	RNA processing
RF00135	0005730	nucleolus
RF00136	0006396	RNA processing
RF00136	0005730	nucleolus
RF00137	0006396	RNA processing
RF00137	0005730	nucleolus
RF00138	0006396	RNA processing
RF00138	0005730	nucleolus
RF00142	0006396	RNA processing
RF00142	0005730	nucleolus
RF00143	0035195	gene silencing by miRNA
RF00143	0035068	micro-ribonucleoprotein complex
RF00144	0035195	gene silencing by miRNA
RF00144	0035068	micro-ribonucleoprotein complex
RF00145	0006396	RNA processing
RF00145	0005730	nucleolus
RF00147	0006396	RNA processing
RF00147	0005730	nucleolus
RF00149	0006396	RNA processing
RF00149	0005730	nucleolus
RF00150	0006396	RNA processing
RF00150	0005730	nucleolus
RF00151	0006396	RNA processing
RF00151	0005730	nucleolus
RF00153	0006396	RNA processing
RF00153	0005730	nucleolus
RF00154	0006396	RNA processing
RF00154	0005730	nucleolus
RF00155	0006396	RNA processing
RF00155	0005730	nucleolus
RF00156	0006396	RNA processing
RF00156	0005730	nucleolus
RF00157	0006396	RNA processing
RF00157	0005730	nucleolus
RF00158	0006396	RNA processing
RF00158	0005730	nucleolus
RF00159	0006396	RNA processing
RF00159	0005730	nucleolus
RF00160	0006396	RNA processing
RF00160	0005730	nucleolus
RF00161	0008595	anterior/posterior axis specification, embryo
RF00161	0017148	negative regulation of translation
RF00161	0005515	protein binding
RF00166	0006401	RNA catabolic process
RF00166	0006109	regulation of carbohydrate metabolic process
RF00169	0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition
RF00169	0048501	signal recognition particle, plasma membrane targeting
RF00174	0031419	cobalamin binding
RF00177	0003735	structural constituent of ribosome
RF00177	0005840	ribosome
RF00178	0035195	gene silencing by miRNA
RF00178	0035068	micro-ribonucleoprotein complex
RF00181	0006396	RNA processing
RF00181	0005730	nucleolus
RF00186	0006396	RNA processing
RF00186	0005730	nucleolus
RF00187	0006396	RNA processing
RF00187	0005730	nucleolus
RF00188	0006396	RNA processing
RF00188	0005730	nucleolus
RF00189	0006396	RNA processing
RF00189	0005730	nucleolus
RF00190	0006396	RNA processing
RF00190	0005730	nucleolus
RF00191	0006396	RNA processing
RF00191	0005730	nucleolus
RF00200	0006396	RNA processing
RF00200	0005730	nucleolus
RF00201	0006396	RNA processing
RF00201	0005730	nucleolus
RF00202	0006396	RNA processing
RF00202	0005730	nucleolus
RF00203	0006396	RNA processing
RF00203	0005730	nucleolus
RF00205	0006396	RNA processing
RF00205	0005730	nucleolus
RF00206	0006396	RNA processing
RF00206	0005730	nucleolus
RF00208	0006396	RNA processing
RF00208	0005730	nucleolus
RF00209	0043022	ribosome binding
RF00210	0043022	ribosome binding
RF00211	0006396	RNA processing
RF00211	0005730	nucleolus
RF00212	0006396	RNA processing
RF00212	0005730	nucleolus
RF00213	0006396	RNA processing
RF00213	0005730	nucleolus
RF00216	0043022	ribosome binding
RF00217	0006396	RNA processing
RF00217	0005730	nucleolus
RF00218	0006396	RNA processing
RF00218	0005730	nucleolus
RF00221	0006396	RNA processing
RF00221	0005730	nucleolus
RF00222	0043022	ribosome binding
RF00223	0043022	ribosome binding
RF00224	0043022	ribosome binding
RF00225	0043022	ribosome binding
RF00226	0043022	ribosome binding
RF00228	0043022	ribosome binding
RF00229	0043022	ribosome binding
RF00230	0000049	tRNA binding
RF00236	0003729	mRNA binding
RF00237	0035195	gene silencing by miRNA
RF00237	0035068	micro-ribonucleoprotein complex
RF00238	0003729	mRNA binding
RF00238	0060908	plasmid copy number maintenance
RF00239	0035195	gene silencing by miRNA
RF00239	0035068	micro-ribonucleoprotein complex
RF00241	0035195	gene silencing by miRNA
RF00241	0035068	micro-ribonucleoprotein complex
RF00242	0060908	plasmid copy number maintenance
RF00242	0003729	mRNA binding
RF00244	0035195	gene silencing by miRNA
RF00244	0035068	micro-ribonucleoprotein complex
RF00245	0035195	gene silencing by miRNA
RF00245	0035068	micro-ribonucleoprotein complex
RF00246	0035195	gene silencing by miRNA
RF00246	0035068	micro-ribonucleoprotein complex
RF00247	0035195	gene silencing by miRNA
RF00247	0035068	micro-ribonucleoprotein complex
RF00248	0035195	gene silencing by miRNA
RF00248	0035068	micro-ribonucleoprotein complex
RF00249	0035195	gene silencing by miRNA
RF00249	0035068	micro-ribonucleoprotein complex
RF00250	0035068	micro-ribonucleoprotein complex
RF00250	0035195	gene silencing by miRNA
RF00251	0035195	gene silencing by miRNA
RF00251	0035068	micro-ribonucleoprotein complex
RF00253	0035195	gene silencing by miRNA
RF00253	0035068	micro-ribonucleoprotein complex
RF00254	0035195	gene silencing by miRNA
RF00254	0035068	micro-ribonucleoprotein complex
RF00255	0035195	gene silencing by miRNA
RF00255	0035068	micro-ribonucleoprotein complex
RF00256	0035195	gene silencing by miRNA
RF00256	0035068	micro-ribonucleoprotein complex
RF00257	0035195	gene silencing by miRNA
RF00257	0035068	micro-ribonucleoprotein complex
RF00258	0035195	gene silencing by miRNA
RF00258	0035068	micro-ribonucleoprotein complex
RF00261	0043022	ribosome binding
RF00262	0003729	mRNA binding
RF00263	0006396	RNA processing
RF00263	0005730	nucleolus
RF00264	0006396	RNA processing
RF00264	0005730	nucleolus
RF00266	0006396	RNA processing
RF00266	0005730	nucleolus
RF00267	0006396	RNA processing
RF00267	0005730	nucleolus
RF00270	0006396	RNA processing
RF00270	0005730	nucleolus
RF00271	0006396	RNA processing
RF00271	0005730	nucleolus
RF00272	0006396	RNA processing
RF00272	0005730	nucleolus
RF00273	0006396	RNA processing
RF00273	0005730	nucleolus
RF00274	0006396	RNA processing
RF00274	0005730	nucleolus
RF00275	0006396	RNA processing
RF00275	0005730	nucleolus
RF00276	0006396	RNA processing
RF00276	0005730	nucleolus
RF00277	0006396	RNA processing
RF00277	0005730	nucleolus
RF00278	0006396	RNA processing
RF00278	0005730	nucleolus
RF00279	0006396	RNA processing
RF00279	0005730	nucleolus
RF00280	0006396	RNA processing
RF00280	0005730	nucleolus
RF00282	0006396	RNA processing
RF00282	0005730	nucleolus
RF00283	0006396	RNA processing
RF00283	0015030	Cajal body
RF00283	0005730	nucleolus
RF00284	0006396	RNA processing
RF00284	0005730	nucleolus
RF00285	0006396	RNA processing
RF00285	0005730	nucleolus
RF00286	0006396	RNA processing
RF00286	0015030	Cajal body
RF00286	0005730	nucleolus
RF00287	0006396	RNA processing
RF00287	0005730	nucleolus
RF00288	0006396	RNA processing
RF00288	0005730	nucleolus
RF00289	0006396	RNA processing
RF00289	0005730	nucleolus
RF00291	0006396	RNA processing
RF00291	0005730	nucleolus
RF00292	0006396	RNA processing
RF00292	0005730	nucleolus
RF00293	0006396	RNA processing
RF00293	0005730	nucleolus
RF00294	0006396	RNA processing
RF00294	0005730	nucleolus
RF00295	0006396	RNA processing
RF00295	0005730	nucleolus
RF00296	0006396	RNA processing
RF00296	0005730	nucleolus
RF00300	0006396	RNA processing
RF00300	0005730	nucleolus
RF00301	0006396	RNA processing
RF00301	0005730	nucleolus
RF00302	0006396	RNA processing
RF00302	0005730	nucleolus
RF00304	0006396	RNA processing
RF00304	0005730	nucleolus
RF00305	0006396	RNA processing
RF00305	0005730	nucleolus
RF00306	0006396	RNA processing
RF00306	0005730	nucleolus
RF00307	0006396	RNA processing
RF00307	0005730	nucleolus
RF00309	0006396	RNA processing
RF00309	0005730	nucleolus
RF00310	0006396	RNA processing
RF00310	0005730	nucleolus
RF00312	0006396	RNA processing
RF00312	0005730	nucleolus
RF00313	0006396	RNA processing
RF00313	0005730	nucleolus
RF00314	0006396	RNA processing
RF00314	0005730	nucleolus
RF00315	0006396	RNA processing
RF00315	0005730	nucleolus
RF00316	0006396	RNA processing
RF00316	0005730	nucleolus
RF00317	0006396	RNA processing
RF00317	0005730	nucleolus
RF00318	0006396	RNA processing
RF00318	0005730	nucleolus
RF00319	0006396	RNA processing
RF00319	0005730	nucleolus
RF00320	0006396	RNA processing
RF00320	0005730	nucleolus
RF00321	0006396	RNA processing
RF00321	0005730	nucleolus
RF00322	0006396	RNA processing
RF00322	0005730	nucleolus
RF00323	0006396	RNA processing
RF00323	0005730	nucleolus
RF00324	0006396	RNA processing
RF00324	0005730	nucleolus
RF00325	0006396	RNA processing
RF00325	0005730	nucleolus
RF00326	0006396	RNA processing
RF00326	0005730	nucleolus
RF00327	0006396	RNA processing
RF00327	0005730	nucleolus
RF00328	0006396	RNA processing
RF00328	0005730	nucleolus
RF00329	0006396	RNA processing
RF00329	0005730	nucleolus
RF00330	0006396	RNA processing
RF00330	0005730	nucleolus
RF00331	0006396	RNA processing
RF00331	0005730	nucleolus
RF00332	0006396	RNA processing
RF00332	0005730	nucleolus
RF00333	0006396	RNA processing
RF00333	0005730	nucleolus
RF00334	0006396	RNA processing
RF00334	0005730	nucleolus
RF00335	0006396	RNA processing
RF00335	0005730	nucleolus
RF00336	0006396	RNA processing
RF00336	0005730	nucleolus
RF00337	0006396	RNA processing
RF00337	0005730	nucleolus
RF00338	0006396	RNA processing
RF00338	0005730	nucleolus
RF00339	0006396	RNA processing
RF00339	0005730	nucleolus
RF00340	0006396	RNA processing
RF00340	0005730	nucleolus
RF00341	0006396	RNA processing
RF00341	0005730	nucleolus
RF00342	0006396	RNA processing
RF00342	0005730	nucleolus
RF00343	0006396	RNA processing
RF00343	0005730	nucleolus
RF00344	0006396	RNA processing
RF00344	0005730	nucleolus
RF00345	0006396	RNA processing
RF00345	0005730	nucleolus
RF00348	0006396	RNA processing
RF00348	0005730	nucleolus
RF00349	0006396	RNA processing
RF00349	0005730	nucleolus
RF00350	0006396	RNA processing
RF00350	0005730	nucleolus
RF00351	0006396	RNA processing
RF00351	0005730	nucleolus
RF00352	0006396	RNA processing
RF00352	0005730	nucleolus
RF00353	0006396	RNA processing
RF00353	0005730	nucleolus
RF00355	0006396	RNA processing
RF00355	0005730	nucleolus
RF00356	0006396	RNA processing
RF00356	0005730	nucleolus
RF00357	0006396	RNA processing
RF00357	0005730	nucleolus
RF00358	0006396	RNA processing
RF00358	0005730	nucleolus
RF00359	0006396	RNA processing
RF00359	0005730	nucleolus
RF00360	0006396	RNA processing
RF00360	0005730	nucleolus
RF00361	0006396	RNA processing
RF00361	0005730	nucleolus
RF00363	0035195	gene silencing by miRNA
RF00363	0035068	micro-ribonucleoprotein complex
RF00364	0035195	gene silencing by miRNA
RF00364	0035068	micro-ribonucleoprotein complex
RF00365	0035195	gene silencing by miRNA
RF00365	0035068	micro-ribonucleoprotein complex
RF00366	0035195	gene silencing by miRNA
RF00366	0035068	micro-ribonucleoprotein complex
RF00367	0035195	gene silencing by miRNA
RF00367	0035068	micro-ribonucleoprotein complex
RF00373	0008033	tRNA processing
RF00373	0004526	ribonuclease P activity
RF00373	0030681	multimeric ribonuclease P complex
RF00377	0006396	RNA processing
RF00377	0005730	nucleolus
RF00387	0043022	ribosome binding
RF00392	0006396	RNA processing
RF00392	0005730	nucleolus
RF00393	0006396	RNA processing
RF00393	0005730	nucleolus
RF00394	0006396	RNA processing
RF00394	0005730	nucleolus
RF00397	0006396	RNA processing
RF00397	0005730	nucleolus
RF00398	0006396	RNA processing
RF00398	0005730	nucleolus
RF00399	0006396	RNA processing
RF00399	0005730	nucleolus
RF00400	0006396	RNA processing
RF00400	0005730	nucleolus
RF00401	0006396	RNA processing
RF00401	0005730	nucleolus
RF00402	0006396	RNA processing
RF00402	0005730	nucleolus
RF00403	0006396	RNA processing
RF00403	0005730	nucleolus
RF00404	0006396	RNA processing
RF00404	0005730	nucleolus
RF00405	0006396	RNA processing
RF00405	0005730	nucleolus
RF00406	0006396	RNA processing
RF00406	0005730	nucleolus
RF00407	0006396	RNA processing
RF00407	0005730	nucleolus
RF00408	0006396	RNA processing
RF00408	0005730	nucleolus
RF00409	0006396	RNA processing
RF00409	0005730	nucleolus
RF00410	0006396	RNA processing
RF00410	0005730	nucleolus
RF00411	0006396	RNA processing
RF00411	0005730	nucleolus
RF00412	0006396	RNA processing
RF00412	0005730	nucleolus
RF00413	0006396	RNA processing
RF00413	0005730	nucleolus
RF00414	0006396	RNA processing
RF00414	0005730	nucleolus
RF00415	0006396	RNA processing
RF00415	0005730	nucleolus
RF00416	0006396	RNA processing
RF00416	0005730	nucleolus
RF00417	0006396	RNA processing
RF00417	0005730	nucleolus
RF00418	0006396	RNA processing
RF00418	0005730	nucleolus
RF00419	0006396	RNA processing
RF00419	0005730	nucleolus
RF00420	0006396	RNA processing
RF00420	0005730	nucleolus
RF00421	0006396	RNA processing
RF00421	0005730	nucleolus
RF00422	0006396	RNA processing
RF00422	0015030	Cajal body
RF00422	0005730	nucleolus
RF00423	0006396	RNA processing
RF00423	0015030	Cajal body
RF00423	0005730	nucleolus
RF00424	0006396	RNA processing
RF00424	0005730	nucleolus
RF00425	0006396	RNA processing
RF00425	0005730	nucleolus
RF00426	0006396	RNA processing
RF00426	0015030	Cajal body
RF00426	0005730	nucleolus
RF00427	0006396	RNA processing
RF00427	0015030	Cajal body
RF00427	0005730	nucleolus
RF00428	0006396	RNA processing
RF00428	0015030	Cajal body
RF00428	0005730	nucleolus
RF00429	0006396	RNA processing
RF00429	0005730	nucleolus
RF00430	0006396	RNA processing
RF00430	0005730	nucleolus
RF00431	0006396	RNA processing
RF00431	0005730	nucleolus
RF00432	0006396	RNA processing
RF00432	0005730	nucleolus
RF00433	0040040	thermosensory behavior
RF00435	0040040	thermosensory behavior
RF00438	0006396	RNA processing
RF00438	0005730	nucleolus
RF00439	0006396	RNA processing
RF00439	0005730	nucleolus
RF00440	0006396	RNA processing
RF00440	0005730	nucleolus
RF00441	0006396	RNA processing
RF00441	0005730	nucleolus
RF00443	0006396	RNA processing
RF00443	0005730	nucleolus
RF00445	0035195	gene silencing by miRNA
RF00445	0035068	micro-ribonucleoprotein complex
RF00446	0035195	gene silencing by miRNA
RF00446	0035068	micro-ribonucleoprotein complex
RF00447	0043022	ribosome binding
RF00448	0043022	ribosome binding
RF00449	0043022	ribosome binding
RF00452	0035195	gene silencing by miRNA
RF00452	0035068	micro-ribonucleoprotein complex
RF00455	0035195	gene silencing by miRNA
RF00455	0035068	micro-ribonucleoprotein complex
RF00456	0035195	gene silencing by miRNA
RF00456	0035068	micro-ribonucleoprotein complex
RF00457	0043022	ribosome binding
RF00458	0043022	ribosome binding
RF00461	0043022	ribosome binding
RF00462	0043022	ribosome binding
RF00464	0035195	gene silencing by miRNA
RF00464	0035068	micro-ribonucleoprotein complex
RF00471	0006396	RNA processing
RF00471	0005730	nucleolus
RF00472	0006396	RNA processing
RF00472	0005730	nucleolus
RF00473	0006396	RNA processing
RF00473	0005730	nucleolus
RF00474	0006396	RNA processing
RF00474	0005730	nucleolus
RF00475	0006396	RNA processing
RF00475	0005730	nucleolus
RF00476	0006396	RNA processing
RF00476	0005730	nucleolus
RF00477	0006396	RNA processing
RF00477	0005730	nucleolus
RF00478	0006396	RNA processing
RF00478	0005730	nucleolus
RF00479	0006396	RNA processing
RF00479	0005730	nucleolus
RF00482	0006396	RNA processing
RF00482	0005730	nucleolus
RF00483	0043022	ribosome binding
RF00484	0043022	ribosome binding
RF00486	0035195	gene silencing by miRNA
RF00486	0035068	micro-ribonucleoprotein complex
RF00487	0043022	ribosome binding
RF00488	0030627	pre-mRNA 5'-splice site binding
RF00488	0005685	U1 snRNP
RF00492	0006396	RNA processing
RF00492	0015030	Cajal body
RF00492	0005730	nucleolus
RF00493	0006396	RNA processing
RF00493	0005730	nucleolus
RF00494	0006396	RNA processing
RF00494	0005730	nucleolus
RF00495	0043022	ribosome binding
RF00504	0006545	glycine biosynthetic process
RF00506	0009088	threonine biosynthetic process
RF00509	0006396	RNA processing
RF00509	0005730	nucleolus
RF00511	0043022	ribosome binding
RF00512	0009098	leucine biosynthetic process
RF00521	0045814	negative regulation of gene expression, epigenetic
RF00522	0008616	queuosine biosynthetic process
RF00526	0006396	RNA processing
RF00526	0005730	nucleolus
RF00527	0006396	RNA processing
RF00527	0005730	nucleolus
RF00528	0006396	RNA processing
RF00528	0005730	nucleolus
RF00529	0006396	RNA processing
RF00529	0005730	nucleolus
RF00530	0006396	RNA processing
RF00530	0005730	nucleolus
RF00531	0006396	RNA processing
RF00531	0005730	nucleolus
RF00532	0006396	RNA processing
RF00532	0005730	nucleolus
RF00533	0006396	RNA processing
RF00533	0005730	nucleolus
RF00534	0032057	negative regulation of translational initiation in response to stress
RF00534	0043488	regulation of mRNA stability
RF00534	0030371	translation repressor activity
RF00535	0006396	RNA processing
RF00535	0005730	nucleolus
RF00536	0006396	RNA processing
RF00536	0005730	nucleolus
RF00537	0006396	RNA processing
RF00537	0005730	nucleolus
RF00538	0006396	RNA processing
RF00538	0005730	nucleolus
RF00539	0006396	RNA processing
RF00539	0005730	nucleolus
RF00540	0006396	RNA processing
RF00540	0005730	nucleolus
RF00541	0006396	RNA processing
RF00541	0005730	nucleolus
RF00542	0006396	RNA processing
RF00542	0005730	nucleolus
RF00543	0006396	RNA processing
RF00543	0005730	nucleolus
RF00544	0006396	RNA processing
RF00544	0005730	nucleolus
RF00545	0006396	RNA processing
RF00545	0005730	nucleolus
RF00546	0006396	RNA processing
RF00546	0005730	nucleolus
RF00547	0043022	ribosome binding
RF00548	0030627	pre-mRNA 5'-splice site binding
RF00548	0005692	U11 snRNP
RF00549	0043022	ribosome binding
RF00551	0008359	regulation of bicoid mRNA localization
RF00553	0006396	RNA processing
RF00553	0015030	Cajal body
RF00553	0005730	nucleolus
RF00554	0006396	RNA processing
RF00554	0005730	nucleolus
RF00560	0006396	RNA processing
RF00560	0005730	nucleolus
RF00561	0006396	RNA processing
RF00561	0005730	nucleolus
RF00562	0006396	RNA processing
RF00562	0005730	nucleolus
RF00563	0006396	RNA processing
RF00563	0005730	nucleolus
RF00564	0006396	RNA processing
RF00564	0015030	Cajal body
RF00564	0005730	nucleolus
RF00565	0006396	RNA processing
RF00565	0015030	Cajal body
RF00565	0005730	nucleolus
RF00566	0006396	RNA processing
RF00566	0005730	nucleolus
RF00567	0006396	RNA processing
RF00567	0005730	nucleolus
RF00568	0006396	RNA processing
RF00568	0005730	nucleolus
RF00569	0006396	RNA processing
RF00569	0005730	nucleolus
RF00570	0006396	RNA processing
RF00570	0005730	nucleolus
RF00571	0006396	RNA processing
RF00571	0005730	nucleolus
RF00572	0006396	RNA processing
RF00572	0005730	nucleolus
RF00573	0006396	RNA processing
RF00573	0005730	nucleolus
RF00574	0006396	RNA processing
RF00574	0005730	nucleolus
RF00575	0006396	RNA processing
RF00575	0005730	nucleolus
